Plant Type,Key,Botanical Name,Common Name,Height (ft),Spread (ft),Bloom Color,Bloom Time,Sun,Water,Tolerates,Maintenance,Native Habitats,Attracts,Soil Description,Distribution Zone,AGCP Regional Status,Link: Missouri Botanical Garden,Link: Wildflower.org,Link: Pleasantrunnursery.com,Link: Newmoonnursery.com,Link: Pinelandsnursery.com
"Herbaceous, Perennial",EP,Echinacea purpurea,PURPLE CONEFLOWER,,,"Pink, Purple","Apr, May, Jun, Jul, Aug, Sep","Full Sun, Part Shade","dry, medium","Deer, Drought, Clay Soil, Dry Soil, Shallow-Rocky Soil",Low,"Well-drained limestone, sand, clay, loam. Rocky, open woods; thickets; prairies.","Birds, Butterflies","Well-drained, sandy or richer soils.",USDA Hardiness Zone 3 to 8,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c580,https://www.wildflower.org/plants/result.php?id_plant=ecpu,https://www.pleasantrunnursery.com/plant-name/Echinacea-purpurea,https://newmoonnursery.com/nursery-plants/echinacea-purpurea-white-swan/,https://www.pinelandsnursery.com/echinacea-purpurea-purple-coneflower-1-pot
"Herbaceous, Perennial",EC,Eupatorium coelestinum,BLUE MISTFLOWER,,,"Blue, Purple","Jul, Aug, Sep, Oct, Nov","Full Sun, Part Shade",medium,Clay Soil Tolerant,Medium,Wood margins; stream banks; low woods; wet meadows; ditches,"Butterflies, Hummingbirds, Pollinators","Moist loam, sand, or clay.",USDA Hardiness Zone 5 to 10,FAC,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=j870,https://www.wildflower.org/plants/result.php?id_plant=coco13,https://www.pleasantrunnursery.com/plant-name/Eupatorium-coelestinum,https://newmoonnursery.com/nursery-plants/eupatorium-coelestinum/,https://www.pinelandsnursery.com/conoclinium-coelestinum-blue-mistflower-2-plug
"Herbaceous, Perennial",ED,Eupatorium dubium,LITTLE JOE PYE WEED,,,"White, Pink, Purple","Jul, Aug, Sep, Oct","Full Sun, Part Shade","medium, wet","Deer, Clay Soil, Wet Soil",Low,"moist, usually sandy acidic soil of swamps, bogs, marshes, swales",Butterflies,,USDA Hardiness Zone 3 to 9,FACW,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b781,https://www.wildflower.org/plants/result.php?id_plant=EUDU6,https://www.pleasantrunnursery.com/plant-name/Eupatorium-dubium-Baby-Joe,https://newmoonnursery.com/nursery-plants/eupatorium-dubium/,https://www.pinelandsnursery.com/eupatorium-perfoliatum-boneset-seed
"Herbaceous, Perennial",EM,Eupatorium maculatum,SPOTTED JOE PYE WEED,,,"Pink, Purple","Jul, Aug, Sep",Full Sun,"medium, wet","Deer, Clay Soil, Wet Soil",Low,Moist prairies; wood edges; wooded slopes,Butterflies,Moist soils,USDA Hardiness Zone 4 to 8,FAC,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=302488,https://www.wildflower.org/plants/result.php?id_plant=eupu21,https://www.pleasantrunnursery.com/plant-name/Eupatorium-maculatum-Gateway,https://newmoonnursery.com/nursery-plants/eupatorium-maculatum/,https://www.pinelandsnursery.com/eupatorium-perfoliatum-boneset-seed
"Herbaceous, Perennial",EP3,Eupatorium perfoliatum boneset,COMMON BONESET,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=277187,https://www.wildflower.org/plants/result.php?id_plant=eupe3,https://www.pleasantrunnursery.com/plant-name/Eupatorium-perfoliatum,https://newmoonnursery.com/nursery-plants/eupatorium-perfoliatum/,https://www.pinelandsnursery.com/eupatorium-perfoliatum-boneset-seed
"Herbaceous, Perennial",EP2,Eupatorium purpureum,JOE PYE WEED,,,"Pink, Purple","Jul, Aug, Sep","Full Sun, Part Shade",medium,"Deer, Clay Soil, Wet Soil",Low,Moist prairies; wood edges; wooded slopes,Butterflies,Moist soils,USDA Hardiness Zone 4 to 9,FAC,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c740,https://www.wildflower.org/plants/result.php?id_plant=eupu21,https://www.pleasantrunnursery.com/plant-name/Eupatorium-coelestinum,https://newmoonnursery.com/nursery-plants/eupatorium-purpureum/,https://www.pinelandsnursery.com/eupatorium-perfoliatum-boneset-seed
"Herbaceous, Perennial",ED2,Eurybia divaricata white,WHITE WOOD ASTER,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=h170,https://www.wildflower.org/plants/result.php?id_plant=EUDI16,https://www.pleasantrunnursery.com/plant-name/Phlox-divaricata-Blue-Moon,https://newmoonnursery.com/nursery-plants/aster-divaricatus/,https://www.pinelandsnursery.com/eurybia-divaricata-white-wood-aster-seed
"Herbaceous, Perennial",HA1,Helenium autumnale sneezeweed,COMMON SNEEZEWEED,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/plantfinder/plantfinderdetails.aspx?kempercode=c930,https://www.wildflower.org/plants/result.php?id_plant=heau,https://www.pleasantrunnursery.com/plant-name/Helenium-autumnale-Mariachi-Fuego,https://newmoonnursery.com/nursery-plants/helenium-autumnale/,https://www.pinelandsnursery.com/helenium-autumnale-sneezeweed-seed
"Herbaceous, Perennial",HH1,Heliopsis helianthoides false,SMOOTH OXEYE,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g520,https://www.wildflower.org/plants/result.php?id_plant=HEHE5,https://www.pleasantrunnursery.com/plant-name/Heliopsis-helianthoides,https://newmoonnursery.com/nursery-plants/heliopsis-helianthoides-var-scabra-burning-hearts/,https://www.pinelandsnursery.com/heliopsis-helianthoides-false-sunflower-seed
"Herbaceous, Perennial",HM,Hibiscus moscheutos,SWAMP ROSEMALLOW,,,"White, Pink","Jul, Aug, Sep",Full Sun,"medium, wet",Wet Soil,Low,Swampy forests; wet meadows; marshes,Butterflies,"Moist to wet, slightly acidic soils.",USDA Hardiness Zone 5 to 9,OBL,https://www.missouribotanicalgarden.org/plantfinder/PlantFinderDetails.aspx?taxonid=282590,https://www.wildflower.org/plants/result.php?id_plant=HIMO,https://www.pleasantrunnursery.com/plant-name/Hibiscus-moscheutos,https://newmoonnursery.com/nursery-plants/hibiscus-moscheutos/,https://www.pinelandsnursery.com/hibiscus-moscheutos-swamp-rose-mallow-seed
"Herbaceous, Perennial",IV,Iris versicolor,"BLUE FLAG, BLUE WATER IRIS",,,"Blue, Purple","May, Jun, Jul, Aug","Full Sun, Part Shade","medium, wet","Deer, Wet Soil, Wet Site Tolerant",Low,Meadows; stream banks; marshes; swamps,,"Moist, rich soils.",USDA Hardiness Zone 3 to 9,OBL,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=281141,https://www.wildflower.org/plants/result.php?id_plant=irve2,https://www.pleasantrunnursery.com/plant-name/Iris-versicolor,https://newmoonnursery.com/nursery-plants/iris-versicolor/,https://www.pinelandsnursery.com/iris-versicolor-blue-flag-iris-1-pot
"Herbaceous, Perennial",LS3,Liatris spicata dense,DENSE BLAZING STAR,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d790,https://www.wildflower.org/plants/result.php?id_plant=lisp,https://www.pleasantrunnursery.com/plant-name/Liatris-spicata,https://newmoonnursery.com/nursery-plants/liatris-spicata-floristan-violet/,https://www.pinelandsnursery.com/liatris-spicata-dense-blazingstar-seed
"Herbaceous, Perennial",LS1,Lilium superbum,TURK'S CAP LILY,,,"Red, Orange, Yellow","Jul, Aug, Sep","Full Sun, Part Shade","medium, wet",Wet Soil,Medium,"Wet meadows, swamps, and woods.",Hummingbirds,"Loam, Sand. Good drainage essential.",USDA Hardiness Zone 5 to 8,FACW,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d880,https://www.wildflower.org/plants/result.php?id_plant=lisu,https://www.pleasantrunnursery.com/plant-name/Leucanthemum-x-superbum-Becky,,https://www.pinelandsnursery.com/search?query=Lilium+superbum
"Herbaceous, Perennial",LC1,Lobelia cardinalis cardinal,CARDINAL FLOWER,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d940,https://www.wildflower.org/plants/result.php?id_plant=loca2,https://www.pleasantrunnursery.com/plant-name/Lobelia-cardinalis,https://newmoonnursery.com/nursery-plants/lobelia-cardinalis-new-moon-maroon/,https://www.pinelandsnursery.com/lobelia-cardinalis-cardinal-flower-1-pot
"Herbaceous, Perennial",LS2,Lobelia siphilitica,BLUE LOBELIA,,,Blue,"Jul, Aug, Sep, Oct","Full Sun, Part Shade","medium, wet","Deer, Wet Soil, Black Walnut Tolerant, Wet Site Tolerant",Low,"Open, wet woods; stream banks; marshes; meadows","Butterflies, Hummingbirds, Pollinators","Clay, Loam, Sand",USDA Hardiness Zone 5 to 8,OBL,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=292902,https://www.wildflower.org/plants/result.php?id_plant=losi,https://www.pleasantrunnursery.com/plant-name/Lobelia-siphilitica,https://newmoonnursery.com/nursery-plants/lobelia-siphilitica/,https://www.pinelandsnursery.com/lobelia-siphilitica-blue-lobelia-1-pot
"Herbaceous, Perennial",MR1,Mimulus ringens allegehney,MONKEY FLOWER,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=z410,https://www.wildflower.org/plants/result.php?id_plant=MIRI,https://www.pleasantrunnursery.com/plant-name/Mimulus-ringens,,https://www.pinelandsnursery.com/mimulus-ringens-allegehney-monkey-flower-seed
"Herbaceous, Perennial",MD,Monarda didyma,BEE-BALM,,,Red,"May, Jun, Jul, Aug, Sep, Oct","Full Sun, Part Shade","medium, wet","Deer, Clay Soil, Wet Soil, Rabbit, Black Walnut",Medium,"Moist, open woods; meadows; stream banks; mountains to 6500 feet","Hummingbirds, Butterflies","Rich, moist, acid soils. Juglone tolerant.",USDA Hardiness Zone 4 to 9,FAC,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=q250,https://www.wildflower.org/plants/result.php?id_plant=MODI,https://www.pleasantrunnursery.com/plant-name/Monarda-didyma,https://newmoonnursery.com/nursery-plants/monarda-didyma-gardenview-scarlet/,https://www.pinelandsnursery.com/monarda-didyma-scarlet-beebalm-2-plug
"Herbaceous, Perennial",MF1,Monarda fistulosa wild,WILD BERGAMOT,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g560,https://www.wildflower.org/plants/result.php?id_plant=mofi,https://www.pleasantrunnursery.com/plant-name/Monarda-fistulosa,https://newmoonnursery.com/nursery-plants/monarda-fistulosa-claire-grace/,https://www.pinelandsnursery.com/monarda-fistulosa-wild-bergamot-seed
"Herbaceous, Perennial",PD2,Penstemon digitalis foxglove,FOXGLOVE BEARDTONGUE,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g590,https://www.wildflower.org/plants/result.php?id_plant=pedi,https://www.pleasantrunnursery.com/plant-name/Penstemon-digitalis,https://newmoonnursery.com/nursery-plants/penstemon-digitalis-pocahontas/,https://www.pinelandsnursery.com/penstemon-digitalis-foxglove-beardtongue-1-pot
"Herbaceous, Perennial",PD1,Phlox divaricta,WOODLAND PHLOX,,,"White, Red, Pink, Purple","Mar, Apr, May","Part Shade, Full Shade",medium,"Deer, Drought, Clay Soil, Dry Soil",Medium,"Moist, rich, ","Hummingbirds, Butterflies","Rich, moist, acid soils, but also found in calcareous areas. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay.",USDA Hardiness Zone 3 to 8,FACU,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=e580,https://www.wildflower.org/plants/result.php?id_plant=PHDI5,https://www.pleasantrunnursery.com/plant-name/Phlox-divaricata-Blue-Moon,https://newmoonnursery.com/nursery-plants/phlox-subulata-emerald-pink/,https://www.pinelandsnursery.com/search?query=Phlox+divaricta
"Herbaceous, Perennial",PP1,Phlox paniculata Blue,GARDEN PHLOX,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=f222,https://www.wildflower.org/plants/result.php?id_plant=phpa9,https://www.pleasantrunnursery.com/plant-name/Phlox-paniculata-Blue-Paradise,https://newmoonnursery.com/nursery-plants/phlox-paniculata-jeana/,https://www.pinelandsnursery.com/search?query=Phlox+paniculata
"Herbaceous, Perennial",PS1,Phlox stolonifera Blue,CREEPING PHLOX,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=285438,https://www.wildflower.org/plants/result.php?id_plant=PHST3,https://www.pleasantrunnursery.com/plant-name/Phlox-stolonifera-Blue-Ridge,https://newmoonnursery.com/nursery-plants/phlox-stolonifera/,https://www.pinelandsnursery.com/search?query=Phlox+stolonifera
"Herbaceous, Perennial",PV3,Physostegia virginiana Miss,FALSE DRAGONHEAD,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g620,https://www.wildflower.org/plants/result.php?id_plant=phvi8,https://www.pleasantrunnursery.com/plant-name/Physostegia-virginiana-Miss-Manners,https://newmoonnursery.com/nursery-plants/physostegia-virginiana-vivid/,https://www.pinelandsnursery.com/rosa-virginiana-virginia-rose-1-pot
"Herbaceous, Perennial",PV4,Pycnanthemum virginianum virginia,VIRGINIA MOUNTAIN-MINT,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=l880,https://www.wildflower.org/plants/result.php?id_plant=PYIN,https://www.pleasantrunnursery.com/plant-name/Pycnanthemum-virginianum,https://newmoonnursery.com/nursery-plants/pycnanthemum-virginianum/,https://www.pinelandsnursery.com/pycnanthemum-virginianum-virginia-mountain-mint-seed
"Herbaceous, Perennial",RF1,Rudbeckia fulgida orange,ORANGE CONEFLOWER,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g630,https://www.wildflower.org/plants/result.php?id_plant=rufu2,https://www.pleasantrunnursery.com/plant-name/Rudbeckia-fulgida-var-deamii,https://newmoonnursery.com/nursery-plants/rudbeckia-fulgida-v-fulgida/,https://www.pinelandsnursery.com/rudbeckia-fulgida-orange-coneflower-1-pot
"Herbaceous, Perennial",RH,Rudbeckia hirta,BLACK-EYED SUSAN,,,Yellow,"Jun, Jul, Aug, Sep, Oct",Full Sun,medium,"Deer, Drought, Clay Soil",Low,"Prairie, Plains, Meadows, Pastures, Savannas, Woodlands' edge, Opening",Butterflies,"Moist to dry, well-drained soils. Juglones tolerant",USDA Hardiness Zone 3 to 8,FACU,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=298813,https://www.wildflower.org/plants/result.php?id_plant=ruhi2,https://www.pleasantrunnursery.com/plant-name/Rudbeckia-hirta,https://newmoonnursery.com/nursery-plants/6872-2/,https://www.pinelandsnursery.com/rudbeckia-hirta-black-eyed-susan-seed
"Herbaceous, Perennial",RL,Rudbeckia laciniata,CUTLEAF CONEFLOWER,,,Yellow,"Jul, Aug, Sep, Oct","Full Sun, Part Shade",medium,Deer,Medium,"Low, rich woods; wet fields; alluvial thickets",Butterflies,"Moist, slightly acid soil.",USDA Hardiness Zone 3 to 9,FACW,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=m200,https://www.wildflower.org/plants/result.php?id_plant=rula3,https://www.pleasantrunnursery.com/plant-name/Rudbeckia-laciniata,https://newmoonnursery.com/nursery-plants/rudbeckia-laciniata/,https://www.pinelandsnursery.com/rudbeckia-laciniata-seed
"Herbaceous, Perennial",SP,Siphium perfoliatum,CUP-PLANT,,,Yellow,"Jul, Aug, Sep",Full Sun,"medium, wet","Clay Soil, Wet Soil",Low,Moist woods; prairies; low ground,"Birds, Butterflies",Wet to mesic soils. Will tolerate clay soil.,USDA Hardiness Zone 3 to 9,FAC,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g650,https://www.wildflower.org/plants/result.php?id_plant=SIPE2,https://www.pleasantrunnursery.com/plant-name/Eupatorium-perfoliatum,,https://www.pinelandsnursery.com/eupatorium-perfoliatum-boneset-seed
"Herbaceous, Perennial",SR,Smilacina raceoscum,FALSE SOLOMONS SEA,,,White,,"Part Shade, Full Shade",medium,Drought Tolerant,Medium,,"Butterflies, Pollinators",,USDA Hardiness Zone 3 to 8,FACU,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=m390,https://www.wildflower.org/plants/result.php?id_plant=MARA7,https://www.pleasantrunnursery.com/plant-name/Baptisia-alba-var-macrophylla,,https://www.pinelandsnursery.com/search?query=Smilacina+raceoscum
"Herbaceous, Perennial",SN,Solidago nemoralis,GRAY GOLDENROD,,,Yellow,"Aug, Sep, Oct",Full Sun,"dry, medium","Deer, Drought, Dry Soil, Shallow-Rocky Soil",Low,,Butterflies,,USDA Hardiness Zone 3 to 9,FACW,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=277240,https://www.wildflower.org/plants/result.php?id_plant=sogi,https://www.pleasantrunnursery.com/plant-name/Solidago-nemoralis,https://newmoonnursery.com/nursery-plants/solidago-nemoralis/,https://www.pinelandsnursery.com/solidago-nemoralis-gray-goldenrod-seed
"Herbaceous, Perennial",SS,Solidago sempervirens,GOLDENROD,,,Yellow,"Aug, Sep, Oct",Full Sun,"dry, medium","Deer, Drought, Clay Soil",Medium,Saline places along the coast,Butterflies,Sandy soils.,USDA Hardiness Zone 3 to 8,FACW,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g690,https://www.wildflower.org/plants/result.php?id_plant=sose,https://www.pleasantrunnursery.com/plant-name/Buxus-sempervirens,https://newmoonnursery.com/nursery-plants/aster-puniceus/,https://www.pinelandsnursery.com/solidago-sempervirens-seaside-goldenrod-2-plug
"Herbaceous, Perennial",SL3,Stokesia laevis Peachie,STOKES ASTER,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=i900,https://www.wildflower.org/plants/result.php?id_plant=stla6,https://www.pleasantrunnursery.com/plant-name/Stokesia-laevis-Peachie-s-Pick,https://newmoonnursery.com/nursery-plants/coreopsis-verticillata-zagreb/,https://www.pinelandsnursery.com/search?query=Stokesia+laevis
"Herbaceous, Perennial",SL4,Symphyotrichum laeve smooth,SMOOTH ASTER,,,,,,,,,,,,,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g420,https://www.wildflower.org/plants/result.php?id_plant=sylal3,https://www.pleasantrunnursery.com/plant-name/Aster-laeve,https://newmoonnursery.com/nursery-plants/aster-laevis/,https://www.pinelandsnursery.com/symphyotrichum-laeve-smooth-aster-seed
"Herbaceous, Perennial",SN1,Symphyotrichum novae,NEW ENGLAND ASTER,,,"Pink, Purple","Aug, Sep, Oct",Full Sun,medium,Clay Soil,Medium,"Moist, open, wooded areas; meadows; mesic prairies; disturbed sites; stream banks",Butterflies,Moist soils.,USDA Hardiness Zone 4 to 8,FACW,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b540,https://www.wildflower.org/plants/result.php?id_plant=syno2,https://www.pleasantrunnursery.com/plant-name/Aster-novae-angliae,https://newmoonnursery.com/nursery-plants/aster-novae-angliae/,https://www.pinelandsnursery.com/symphyotrichum-novae-angliae-new-england-aster-seed
"Herbaceous, Perennial",SN2,Symphyotrichum novi,NEW YORK ASTER,,,"White, Pink, Purple","Aug, Sep",Full Sun,"medium, wet","Clay Soil, Wet Soil",Low,,Butterflies,,USDA Hardiness Zone 4 to 8,,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=371788,https://www.wildflower.org/plants/result.php?id_plant=SYNOV,https://www.pleasantrunnursery.com/plant-name/Aster-novi-belgii,https://newmoonnursery.com/nursery-plants/aster-novi-belgii/,https://www.pinelandsnursery.com/symphyotrichum-novi-belgii-new-york-aster-seed
