Image Filename,Page Number,Botanical Name,Common Name
038_rudbeckia_fulgida_2.png,38,Rudbeckia fulgida,Orange coneflower
039_rudbeckia_hirta_1.png,39,Rudbeckia hirta,Black-Eyed Susan
039_rudbeckia_hirta_2.png,39,Rudbeckia hirta,Black-Eyed Susan
040_rudbeckia_laciniata_1.png,40,Rudbeckia laciniata,Cutleaf Coneflower
040_rudbeckia_laciniata_2.png,40,Rudbeckia laciniata,Cutleaf Coneflower
041_siphium_perfoliatum_1.png,41,Siphium perfoliatum,Cup-Plant
041_siphium_perfoliatum_2.png,41,Siphium perfoliatum,Cup-Plant
042_smilacina_raceoscum_1.png,42,Smilacina raceoscum,False Solomon’s Seal or Solomon’s Plume
042_smilacina_raceoscum_2.png,42,Smilacina raceoscum,False Solomon’s Seal or Solomon’s Plume
042_smilacina_raceoscum_3.png,42,Smilacina raceoscum,False Solomon’s Seal or Solomon’s Plume
043_solidago_nemoralis_1.png,43,Solidago nemoralis,Gray Goldenrod
044_solidago_sempervirens_1.png,44,Solidago sempervirens,Goldenrod
044_solidago_sempervirens_2.png,44,Solidago sempervirens,Goldenrod
045_stokesia_laevis_1.png,45,Stokesia laevis,Stokes’ aster
045_stokesia_laevis_2.png,45,Stokesia laevis,Stokes’ aster
046_symphyotrichum_laeve_1.png,46,Symphyotrichum laeve,Smooth Aster
046_symphyotrichum_laeve_2.png,46,Symphyotrichum laeve,Smooth Aster
046_symphyotrichum_laeve_3.png,46,Symphyotrichum laeve,Smooth Aster
047_symphyotrichum_novae_1.png,47,Symphyotrichum novae,New England Aster
047_symphyotrichum_novae_2.png,47,Symphyotrichum novae,New England Aster
048_symphyotrichum_novi_1.png,48,Symphyotrichum novi,New York Aster
049_tiarella_cordifolia_1.png,49,Tiarella cordifolia,Foam Flower
050_verbena_hastata_1.png,50,Verbena hastata,Blue Vervain
050_verbena_hastata_2.png,50,Verbena hastata,Blue Vervain
050_verbena_hastata_3.png,50,Verbena hastata,Blue Vervain
051_vernonia_noveboracensis_1.png,51,Vernonia noveboracensis,New York Ironweed
051_vernonia_noveboracensis_2.png,51,Vernonia noveboracensis,New York Ironweed
052_veronicastrum_virginicum_1.png,52,Veronicastrum virginicum,Culver’s Root
052_veronicastrum_virginicum_2.png,52,Veronicastrum virginicum,Culver’s Root
054_athyrium_filix_1.png,54,Athyrium filix,Lady Fern
055_dryopteris_marginalis_1.png,55,Dryopteris marginalis,Marginal woodland fern
055_dryopteris_marginalis_2.png,55,Dryopteris marginalis,Marginal woodland fern
056_matteuccia_struthiopteris_1.png,56,Matteuccia struthiopteris,Ostrich Fern
056_matteuccia_struthiopteris_2.png,56,Matteuccia struthiopteris,Ostrich Fern
057_onoclea_sensibilis_1.png,57,Onoclea Sensibilis,Sensitive Fern
057_onoclea_sensibilis_2.png,57,Onoclea Sensibilis,Sensitive Fern
058_osmunda_cinnamomea_1.png,58,Osmunda cinnamomea,Cinnamon fern
058_osmunda_cinnamomea_2.png,58,Osmunda cinnamomea,Cinnamon fern
059_osmunda_regalis_1.png,59,Osmunda regalis,Royal Fern
059_osmunda_regalis_2.png,59,Osmunda regalis,Royal Fern
060_polystichum_acrostichoides_1.png,60,Polystichum acrostichoides,Christmas Fern
062_andropogon_gerardii_1.png,62,Andropogon gerardii,Big Bluestem
062_andropogon_gerardii_2.png,62,Andropogon gerardii,Big Bluestem
062_andropogon_gerardii_3.png,62,Andropogon gerardii,Big Bluestem
063_carex_amphibola_1.png,63,Carex amphibola,Creek sedge
063_carex_amphibola_2.png,63,Carex amphibola,Creek sedge
064_carex_crinita_1.png,64,Carex crinita,Fringed Sedge
064_carex_crinita_2.png,64,Carex crinita,Fringed Sedge
065_carex_grayi_1.png,65,Carex grayi,Gray Sedge
065_carex_grayi_2.png,65,Carex grayi,Gray Sedge
066_carex_laxiculmis_1.png,66,Carex laxiculmis,Creeping Sedge
067_carex_pensylvanica_1.png,67,Carex pensylvanica,Pennsylvania sedge or Oak sedge
067_carex_pensylvanica_2.png,67,Carex pensylvanica,Pennsylvania sedge or Oak sedge
067_carex_pensylvanica_3.png,67,Carex pensylvanica,Pennsylvania sedge or Oak sedge
068_carex_plantaginea_1.png,68,Carex plantaginea,Seersucker Sedge
068_carex_plantaginea_2.png,68,Carex plantaginea,Seersucker Sedge
069_carex_stipata_1.png,69,Carex stipata,Awl-fruited sedge
069_carex_stipata_2.png,69,Carex stipata,Awl-fruited sedge
070_carex_stricta_1.png,70,Carex stricta,Tussock Sedge
071_carex_vulpinoidea_1.png,71,Carex vulpinoidea,Fox sedge
071_carex_vulpinoidea_2.png,71,Carex vulpinoidea,Fox sedge
072_chasmanthium_latifolium_1.png,72,Chasmanthium latifolium,Northern sea oats
072_chasmanthium_latifolium_2.png,72,Chasmanthium latifolium,Northern sea oats
073_deshampsia_cespitosa_1.png,73,Deshampsia cespitosa,Tufted hairgrass
073_deshampsia_cespitosa_2.png,73,Deshampsia cespitosa,Tufted hairgrass
074_elymus_virginicus_1.png,74,Elymus virginicus,Virginia wild rye
074_elymus_virginicus_2.png,74,Elymus virginicus,Virginia wild rye
075_eragrostis_spectabilis_1.png,75,Eragrostis spectabilis,Purple lovegrass
075_eragrostis_spectabilis_2.png,75,Eragrostis spectabilis,Purple lovegrass
076_juncus_effusus_1.png,76,Juncus effusus,Soft rush
076_juncus_effusus_2.png,76,Juncus effusus,Soft rush
077_panicum_virgatum_1.png,77,Panicum virgatum,Switchgrass
077_panicum_virgatum_2.png,77,Panicum virgatum,Switchgrass
078_schizachyrium_scoparium_1.png,78,Schizachyrium scoparium,Little Bluestem
078_schizachyrium_scoparium_2.png,78,Schizachyrium scoparium,Little Bluestem
079_sorghastrum_nutans_1.png,79,Sorghastrum nutans,Indiangrass
079_sorghastrum_nutans_2.png,79,Sorghastrum nutans,Indiangrass
080_sporobolus_heterolepis_1.png,80,Sporobolus heterolepis,Prairie Dropseed
080_sporobolus_heterolepis_2.png,80,Sporobolus heterolepis,Prairie Dropseed
082_andromeda_polifolia_1.png,82,Andromeda polifolia,Bog Rosemary
083_aronia_arbutifolia_1.png,83,Aronia arbutifolia,Red chokeberry
083_aronia_arbutifolia_2.png,83,Aronia arbutifolia,Red chokeberry
084_aronia_melanocarpa_1.png,84,Aronia melanocarpa,Black chokeberry
084_aronia_melanocarpa_2.png,84,Aronia melanocarpa,Black chokeberry
084_aronia_melanocarpa_3.png,84,Aronia melanocarpa,Black chokeberry
084_aronia_melanocarpa_4.png,84,Aronia melanocarpa,Black chokeberry
085_cephalanthus_occidentalis_1.png,85,Cephalanthus occidentalis,Buttonbush
085_cephalanthus_occidentalis_2.png,85,Cephalanthus occidentalis,Buttonbush
085_cephalanthus_occidentalis_3.png,85,Cephalanthus occidentalis,Buttonbush
086_clethra_alnifolia_1.png,86,Clethra alnifolia,Sweet Pepperbush/ Summersweet
086_clethra_alnifolia_2.png,86,Clethra alnifolia,Sweet Pepperbush/ Summersweet
086_clethra_alnifolia_3.png,86,Clethra alnifolia,Sweet Pepperbush/ Summersweet
087_cornus_amomum_1.png,87,Cornus amomum,Silky Dogwood
087_cornus_amomum_2.png,87,Cornus amomum,Silky Dogwood
087_cornus_amomum_3.png,87,Cornus amomum,Silky Dogwood
087_cornus_amomum_4.png,87,Cornus amomum,Silky Dogwood
088_cornus_racemosa_1.png,88,Cornus racemosa,Graystem dogwood
088_cornus_racemosa_2.png,88,Cornus racemosa,Graystem dogwood
088_cornus_racemosa_3.png,88,Cornus racemosa,Graystem dogwood
088_cornus_racemosa_4.png,88,Cornus racemosa,Graystem dogwood
089_cornus_sericea_1.png,89,Cornus sericea,Red-osier Dogwood aka Red-twig Dogwood
089_cornus_sericea_2.png,89,Cornus sericea,Red-osier Dogwood aka Red-twig Dogwood
089_cornus_sericea_3.png,89,Cornus sericea,Red-osier Dogwood aka Red-twig Dogwood
090_hamamelis_virginiana_1.png,90,Hamamelis Virginiana,Witchhazel
090_hamamelis_virginiana_2.png,90,Hamamelis Virginiana,Witchhazel
090_hamamelis_virginiana_3.png,90,Hamamelis Virginiana,Witchhazel
091_hydrangea_quercifolia_1.png,91,Hydrangea quercifolia,Oakleaf Hydrangea
092_ilex_glabra_1.png,92,Ilex glabra,Inkberry
092_ilex_glabra_2.png,92,Ilex glabra,Inkberry
093_ilex_verticillata_1.png,93,Ilex verticillata,Common winterberry
093_ilex_verticillata_2.png,93,Ilex verticillata,Common winterberry
093_ilex_verticillata_3.png,93,Ilex verticillata,Common winterberry
093_ilex_verticillata_4.png,93,Ilex verticillata,Common winterberry
094_itea_virginica_1.png,94,Itea virginica,Virginia Sweetspire
094_itea_virginica_2.png,94,Itea virginica,Virginia Sweetspire
095_kalmia_latifolia_1.png,95,Kalmia latifolia,Mountain laurel
095_kalmia_latifolia_2.png,95,Kalmia latifolia,Mountain laurel
096_leucothoe_racemosa_1.png,96,Leucothoe racemosa,Fetterbush
097_lindera_benzoin_1.png,97,Lindera benzoin,Spicebush
097_lindera_benzoin_2.png,97,Lindera benzoin,Spicebush
097_lindera_benzoin_3.png,97,Lindera benzoin,Spicebush
098_myrica_pensylvanica_1.png,98,Myrica pensylvanica,Northern Bayberry
099_rhododendron_viscosum_1.png,99,Rhododendron viscosum,Swamp azalea
100_rhus_aromatica_1.png,100,Rhus aromatica,Fragrant Sumac
100_rhus_aromatica_2.png,100,Rhus aromatica,Fragrant Sumac
100_rhus_aromatica_3.png,100,Rhus aromatica,Fragrant Sumac
100_rhus_aromatica_4.png,100,Rhus aromatica,Fragrant Sumac
101_rosa_carolina_1.png,101,Rosa carolina,Carolina Rose
101_rosa_carolina_2.png,101,Rosa carolina,Carolina Rose
102_sambucus_canadensis_1.png,102,Sambucus canadensis,Elderberry or American elder
102_sambucus_canadensis_2.png,102,Sambucus canadensis,Elderberry or American elder
102_sambucus_canadensis_3.png,102,Sambucus canadensis,Elderberry or American elder
103_spiraea_latifolia_1.png,103,Spiraea latifolia,Meadowsweet
103_spiraea_latifolia_2.png,103,Spiraea latifolia,Meadowsweet
104_spiraea_tomentosa_1.png,104,Spiraea tomentosa,Steeplebush
104_spiraea_tomentosa_2.png,104,Spiraea tomentosa,Steeplebush
105_vaccinium_corymbosum_1.png,105,Vaccinium corymbosum,Highbush Blueberry
105_vaccinium_corymbosum_2.png,105,Vaccinium corymbosum,Highbush Blueberry
105_vaccinium_corymbosum_3.png,105,Vaccinium corymbosum,Highbush Blueberry
106_viburnum_acerifolium_1.png,106,Viburnum acerifolium,Mapleleaf Viburnum
106_viburnum_acerifolium_2.png,106,Viburnum acerifolium,Mapleleaf Viburnum
107_viburnum_dentatum_1.png,107,Viburnum dentatum,Arrowwood Viburnum
107_viburnum_dentatum_2.png,107,Viburnum dentatum,Arrowwood Viburnum
107_viburnum_dentatum_3.png,107,Viburnum dentatum,Arrowwood Viburnum
108_viburnum_lentago_1.png,108,Viburnum lentago,Nannyberry
108_viburnum_lentago_2.png,108,Viburnum lentago,Nannyberry
108_viburnum_lentago_3.png,108,Viburnum lentago,Nannyberry
109_viburnum_nudum_1.png,109,Viburnum nudum,Possumhaw Virburnum
109_viburnum_nudum_2.png,109,Viburnum nudum,Possumhaw Virburnum
110_viburnum_trilobum_1.png,110,Viburnum trilobum,Cranberry viburnum
110_viburnum_trilobum_2.png,110,Viburnum trilobum,Cranberry viburnum
110_viburnum_trilobum_3.png,110,Viburnum trilobum,Cranberry viburnum
112_amelanchier_canadensis_1.png,112,Amelanchier canadensis,Serviceberry
112_amelanchier_canadensis_2.png,112,Amelanchier canadensis,Serviceberry
112_amelanchier_canadensis_3.png,112,Amelanchier canadensis,Serviceberry
112_amelanchier_canadensis_4.png,112,Amelanchier canadensis,Serviceberry
113_asimina_triloba_1.png,113,Asimina triloba,Common Pawpaw
113_asimina_triloba_2.png,113,Asimina triloba,Common Pawpaw
114_betula_nigra_1.png,114,Betula nigra,River birch
114_betula_nigra_2.png,114,Betula nigra,River birch
114_betula_nigra_3.png,114,Betula nigra,River birch
114_betula_nigra_4.png,114,Betula nigra,River birch
115_cercis_canadensis_1.png,115,Cercis canadensis,Eastern redbud
115_cercis_canadensis_2.png,115,Cercis canadensis,Eastern redbud
115_cercis_canadensis_3.png,115,Cercis canadensis,Eastern redbud
116_cornus_florida_1.png,116,Cornus florida,Flowering dogwood
116_cornus_florida_2.png,116,Cornus florida,Flowering dogwood
116_cornus_florida_3.png,116,Cornus florida,Flowering dogwood
117_magnolia_virginiana_1.png,117,Magnolia virginiana,Sweetbay magnolia
117_magnolia_virginiana_2.png,117,Magnolia virginiana,Sweetbay magnolia
117_magnolia_virginiana_3.png,117,Magnolia virginiana,Sweetbay magnolia
